#DataThief C:\Users\Anita Rogacs\Desktop\Nightingale_DATA.jpg Tuesday 13-Nov-2012 4:02:07 PM
0.159, 0.7274
0.3361, 0.7274
0.5133, 0.7274
0.5139, 0.7265
0.5145, 0.7256
0.6916, 0.7256
0.8693, 0.7247
1.0471, 0.7238
1.2242, 0.7238
1.2248, 0.7229
1.4025, 0.722
1.5803, 0.721
1.7574, 0.721
1.9352, 0.7203
2.1129, 0.7194
2.2906, 0.7185
2.4678, 0.7185
2.6455, 0.7176
2.8233, 0.7167
3.001, 0.7158
3.1781, 0.7158
3.3553, 0.7158
3.3559, 0.7149
3.5335, 0.7141
3.7107, 0.7141
3.8879, 0.7141
3.8885, 0.7132
4.0662, 0.7123
4.2434, 0.7123
4.4211, 0.7114
4.5989, 0.7105
4.7766, 0.7096
4.9543, 0.7086
5.1315, 0.7086
5.3086, 0.7086
5.4864, 0.7079
5.6641, 0.7069
5.8413, 0.7069
6.019, 0.7061
6.1967, 0.7052
6.3745, 0.7043
6.5516, 0.7043
6.7292, 0.7034
6.9071, 0.7025
7.0842, 0.7025
7.262, 0.7017
7.4397, 0.7008
7.6174, 0.6999
7.7946, 0.6999
7.9723, 0.6989
8.1495, 0.6989
8.3272, 0.6981
8.5049, 0.6972
8.6821, 0.6972
8.8598, 0.6963
9.037, 0.6963
9.2147, 0.6955
9.3924, 0.6945
9.5695, 0.6945
9.7467, 0.6945
9.9245, 0.6937
10.1016, 0.6937
10.1022, 0.6928
10.28, 0.6919
10.4571, 0.6919
10.6348, 0.6909
10.812, 0.6909
10.9897, 0.6901
11.1675, 0.6893
11.3446, 0.6893
11.5218, 0.6893
11.6995, 0.6884
11.8772, 0.6875
12.055, 0.6865
12.2321, 0.6865
12.4093, 0.6865
12.587, 0.6857
12.7647, 0.6848
12.9419, 0.6848
13.119, 0.6848
13.2968, 0.6839
13.4745, 0.6831
13.6516, 0.6831
13.8294, 0.6822
14.0065, 0.6822
14.1843, 0.6813
14.3614, 0.6813
14.5386, 0.6813
14.7157, 0.6813
14.8928, 0.6813
15.07, 0.6813
15.2471, 0.6813
15.2477, 0.6804
15.2483, 0.6795
15.4261, 0.6785
15.6038, 0.6778
15.7814, 0.6768
15.9586, 0.6768
16.1358, 0.6768
16.3136, 0.676
16.4913, 0.6751
16.6684, 0.6751
16.8456, 0.6751
17.0227, 0.6751
17.1999, 0.6751
17.3776, 0.6742
17.5548, 0.6742
17.7325, 0.6733
