NaN,NaN,NaN,38.4,NaN,NaN
NaN,49.5,25,NaN,NaN,NaN
NaN,NaN,NaN,39,NaN,NaN
NaN,NaN,NaN,32.7,NaN,NaN
NaN,NaN,40.6,NaN,NaN,NaN
NaN,NaN,NaN,22.1,NaN,NaN
NaN,60,32,NaN,NaN,NaN
NaN,NaN,NaN,24.6,NaN,NaN
NaN,NaN,NaN,27.7,NaN,NaN
NaN,NaN,NaN,53.9,NaN,NaN
NaN,NaN,NaN,29.7,NaN,NaN
NaN,51.1,25.5,NaN,NaN,NaN
NaN,NaN,NaN,20.2,NaN,NaN
NaN,NaN,NaN,19.9,NaN,NaN
NaN,NaN,26.2,NaN,NaN,NaN
NaN,NaN,NaN,29.7,NaN,NaN
NaN,46,23,NaN,NaN,NaN
NaN,96.4,48.2,NaN,NaN,NaN
NaN,68.9,34.5,NaN,NaN,NaN
NaN,NaN,NaN,24.2,45.9,NaN
NaN,NaN,NaN,24.7,NaN,NaN
NaN,NaN,24.9,NaN,NaN,NaN
NaN,NaN,NaN,22.7,45.3,68
NaN,NaN,NaN,28.8,NaN,NaN
NaN,NaN,28.4,NaN,NaN,NaN
NaN,NaN,NaN,22.8,45.5,68.3
NaN,NaN,NaN,44.3,NaN,NaN
NaN,NaN,NaN,48.9,NaN,NaN
NaN,NaN,NaN,30.4,NaN,NaN
NaN,NaN,NaN,42.3,80.3,NaN
NaN,NaN,29.2,NaN,NaN,NaN
NaN,NaN,29.2,NaN,NaN,NaN
NaN,51,25.5,NaN,NaN,NaN
NaN,NaN,NaN,40.3,NaN,NaN
NaN,NaN,NaN,35.5,NaN,NaN
NaN,NaN,NaN,32.7,NaN,NaN
NaN,47,23.5,NaN,NaN,NaN
NaN,NaN,41,NaN,NaN,NaN
NaN,NaN,NaN,42,NaN,NaN
NaN,NaN,NaN,26.7,NaN,NaN
NaN,NaN,NaN,23.4,46.9,70.3
NaN,NaN,46,NaN,NaN,NaN
NaN,NaN,56.6,NaN,NaN,NaN
NaN,NaN,30,NaN,NaN,NaN
NaN,61.2,31,NaN,NaN,NaN
NaN,NaN,30,NaN,NaN,NaN
NaN,NaN,NaN,23.3,46.5,69.8
NaN,NaN,34.4,NaN,NaN,NaN
NaN,NaN,27.2,NaN,NaN,NaN
NaN,NaN,30,NaN,NaN,NaN
NaN,NaN,26.7,NaN,NaN,NaN
NaN,56,28,NaN,NaN,NaN
NaN,54.3,27.4,27.6,NaN,NaN
NaN,NaN,28.8,28.1,NaN,NaN
NaN,55.6,26.6,NaN,NaN,NaN
NaN,NaN,36.4,NaN,NaN,NaN
NaN,NaN,37.4,39.5,NaN,NaN
NaN,NaN,42.4,NaN,NaN,NaN
NaN,NaN,39.6,NaN,NaN,NaN
54.3,38,21.7,NaN,NaN,NaN
NaN,NaN,23.5,NaN,NaN,NaN
NaN,NaN,NaN,29.7,56.4,NaN
NaN,NaN,NaN,30.6,NaN,NaN
NaN,NaN,NaN,28.4,NaN,NaN
NaN,NaN,NaN,31.7,60.3,NaN
NaN,NaN,NaN,33.5,NaN,NaN
NaN,NaN,NaN,30.3,NaN,NaN
NaN,55.1,25.3,NaN,NaN,NaN
NaN,NaN,28.3,28.8,44.7,NaN
NaN,NaN,NaN,22.9,45.8,68.7
NaN,NaN,81,NaN,NaN,NaN
NaN,NaN,79.1,NaN,NaN,NaN
NaN,NaN,80.9,NaN,NaN,NaN
NaN,NaN,57.4,NaN,NaN,NaN
NaN,NaN,NaN,362.5,NaN,NaN
NaN,NaN,59,NaN,NaN,NaN
NaN,NaN,67.4,NaN,NaN,NaN
NaN,NaN,79.6,NaN,NaN,NaN
NaN,NaN,22.9,22.9,45.8,NaN
NaN,NaN,30.1,27.1,NaN,NaN
NaN,NaN,31.3,NaN,NaN,NaN
NaN,NaN,45.1,NaN,NaN,NaN
NaN,NaN,NaN,52,NaN,NaN
53.9,38.2,22.6,NaN,NaN,NaN
NaN,NaN,42,NaN,NaN,NaN
NaN,NaN,42.1,NaN,NaN,NaN
NaN,NaN,NaN,28,56,NaN
NaN,NaN,NaN,34.9,NaN,NaN
NaN,NaN,NaN,39.4,NaN,NaN
NaN,NaN,34.4,NaN,NaN,NaN
NaN,NaN,30.3,NaN,NaN,NaN
74,55,29,NaN,NaN,NaN
NaN,NaN,26.7,28.3,NaN,NaN
NaN,53,28,NaN,NaN,NaN
NaN,NaN,NaN,41.3,NaN,NaN
NaN,52,26,NaN,NaN,NaN
NaN,NaN,32.1,NaN,NaN,NaN
NaN,56,28,NaN,NaN,NaN
NaN,NaN,36.5,NaN,NaN,NaN
NaN,NaN,NaN,24.1,48.2,72.3
NaN,NaN,22.9,NaN,NaN,NaN
NaN,NaN,NaN,36,72,NaN
NaN,NaN,26.4,27.6,NaN,NaN
NaN,NaN,NaN,21.7,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,NaN,23.6,NaN,NaN
NaN,NaN,NaN,40.1,NaN,NaN
NaN,NaN,NaN,22.3,44.7,67
NaN,NaN,26.4,27.6,59.3,NaN
NaN,NaN,31.5,NaN,NaN,NaN
NaN,NaN,32,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,31.3,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,62,34,NaN,NaN,NaN
NaN,NaN,27,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,34.3,NaN,NaN,NaN
NaN,NaN,28.3,NaN,NaN,NaN
NaN,NaN,32.3,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,29.1,NaN,NaN,NaN
NaN,NaN,NaN,30,NaN,NaN
NaN,NaN,NaN,27.5,55,NaN
NaN,62.4,41.3,NaN,NaN,NaN
NaN,59,32.6,NaN,NaN,NaN
NaN,67,40.7,NaN,NaN,NaN
NaN,NaN,28.3,NaN,NaN,NaN
NaN,NaN,NaN,27.7,55.4,NaN
NaN,NaN,28,NaN,NaN,NaN
NaN,56,28,NaN,NaN,NaN
NaN,60.6,32.4,NaN,NaN,NaN
NaN,NaN,36.7,NaN,NaN,NaN
NaN,NaN,29.3,27.7,NaN,NaN
NaN,NaN,36.5,NaN,NaN,NaN
NaN,NaN,NaN,60.4,NaN,NaN
NaN,NaN,NaN,32.7,NaN,NaN
NaN,50,25,NaN,NaN,NaN
NaN,58.5,29.3,NaN,NaN,NaN
NaN,NaN,NaN,35.9,NaN,NaN
NaN,NaN,50.6,NaN,NaN,NaN
NaN,NaN,NaN,28.4,NaN,NaN
NaN,NaN,26.9,NaN,NaN,NaN
NaN,NaN,NaN,41.3,NaN,NaN
NaN,NaN,NaN,24,48,72
NaN,NaN,NaN,26.9,53.9,NaN
NaN,NaN,34.6,NaN,NaN,NaN
NaN,NaN,74.1,NaN,NaN,NaN
NaN,NaN,74.6,NaN,NaN,NaN
NaN,NaN,NaN,27.1,51.4,NaN
NaN,NaN,NaN,27.4,NaN,NaN
NaN,NaN,31.6,NaN,NaN,NaN
NaN,NaN,31.5,NaN,NaN,NaN
NaN,NaN,31.4,NaN,NaN,NaN
NaN,NaN,33.8,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,26.6,NaN,NaN,NaN
NaN,NaN,26.5,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,27,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,34.3,NaN,NaN,NaN
NaN,NaN,24.7,NaN,NaN,NaN
NaN,NaN,28.3,NaN,NaN,NaN
NaN,NaN,33.6,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,23.2,NaN,NaN,NaN
NaN,NaN,29.1,NaN,NaN,NaN
NaN,NaN,NaN,30,NaN,NaN
NaN,NaN,NaN,28.3,53.8,NaN
NaN,NaN,NaN,29.1,NaN,NaN
NaN,NaN,30.1,NaN,NaN,NaN
NaN,NaN,NaN,27.2,NaN,NaN
NaN,NaN,28.4,28.4,56.8,NaN
NaN,NaN,33.1,NaN,NaN,NaN
NaN,77,42.4,NaN,NaN,NaN
NaN,56,28,NaN,NaN,NaN
NaN,NaN,31.6,NaN,NaN,NaN
NaN,NaN,31.5,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,34.5,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,26.6,NaN,NaN,NaN
NaN,NaN,26.5,NaN,NaN,NaN
NaN,NaN,34.2,NaN,NaN,NaN
NaN,62,34,NaN,NaN,NaN
NaN,NaN,27,NaN,NaN,NaN
NaN,NaN,26.9,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,34.3,NaN,NaN,NaN
NaN,NaN,24.7,NaN,NaN,NaN
NaN,NaN,30,NaN,NaN,NaN
NaN,NaN,29.7,NaN,NaN,NaN
NaN,NaN,32.3,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,23.2,NaN,NaN,NaN
NaN,NaN,31.1,NaN,NaN,NaN
NaN,NaN,29.1,NaN,NaN,NaN
NaN,NaN,NaN,30,NaN,NaN
NaN,NaN,NaN,40.6,NaN,NaN
NaN,50,35,NaN,NaN,NaN
NaN,NaN,26.7,NaN,NaN,NaN
NaN,NaN,NaN,33.3,63.2,NaN
NaN,NaN,69.8,NaN,NaN,NaN
NaN,NaN,56.5,NaN,NaN,NaN
NaN,NaN,63.4,NaN,NaN,NaN
NaN,89.1,44.6,NaN,NaN,NaN
NaN,NaN,56.7,NaN,NaN,NaN
NaN,NaN,34.4,NaN,NaN,NaN
NaN,NaN,27.8,NaN,NaN,NaN
NaN,NaN,31.7,NaN,NaN,NaN
NaN,NaN,26.9,26.1,NaN,NaN
71.5,61.4,34.6,NaN,NaN,NaN
NaN,65.9,40,NaN,NaN,NaN
NaN,52.9,28.1,NaN,NaN,NaN
NaN,NaN,31.5,NaN,NaN,NaN
NaN,49.9,24,NaN,NaN,NaN
NaN,NaN,NaN,39.8,NaN,NaN
NaN,NaN,NaN,76.2,NaN,NaN
NaN,NaN,NaN,24.1,48.1,72.2
NaN,NaN,NaN,25.7,NaN,NaN
NaN,NaN,26.9,31.1,NaN,NaN
NaN,NaN,37.1,NaN,NaN,NaN
NaN,NaN,NaN,42.3,NaN,NaN
NaN,52,26,NaN,NaN,NaN
NaN,NaN,38.5,NaN,NaN,NaN
NaN,NaN,NaN,21.9,NaN,NaN
NaN,56,33.8,NaN,NaN,NaN
NaN,NaN,NaN,30,NaN,NaN
NaN,NaN,42.3,NaN,NaN,NaN
NaN,NaN,NaN,34.6,69.2,NaN
NaN,NaN,NaN,80.6,NaN,NaN
NaN,NaN,31.3,NaN,NaN,NaN
NaN,NaN,35.4,NaN,NaN,NaN
NaN,NaN,NaN,23.7,47.4,71.1
NaN,NaN,NaN,22.4,44.7,67.1
NaN,44.9,20.7,NaN,NaN,NaN
NaN,NaN,NaN,37.1,NaN,NaN
NaN,80.5,41,NaN,NaN,NaN
NaN,60.5,41.2,NaN,NaN,NaN
NaN,NaN,67.1,NaN,NaN,NaN
NaN,NaN,33.6,32,NaN,NaN
NaN,NaN,NaN,64.5,NaN,NaN
NaN,NaN,NaN,51.9,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,NaN,30.8,61.6,NaN
NaN,47.2,22.5,NaN,NaN,NaN
NaN,60.9,33,NaN,NaN,NaN
NaN,NaN,30,NaN,NaN,NaN
NaN,NaN,33.7,NaN,NaN,NaN
NaN,82.9,52,NaN,NaN,NaN
NaN,74.6,51.8,NaN,NaN,NaN
NaN,NaN,50.3,NaN,NaN,NaN
NaN,NaN,25,NaN,NaN,NaN
NaN,60.7,32.6,NaN,NaN,NaN
NaN,68.3,36,NaN,NaN,NaN
NaN,NaN,37.9,37.9,NaN,NaN
NaN,NaN,NaN,23,46,69
NaN,53,28,NaN,NaN,NaN
NaN,NaN,NaN,37.1,NaN,NaN
NaN,NaN,NaN,23.3,NaN,NaN
NaN,NaN,NaN,34.2,NaN,NaN
NaN,NaN,NaN,47,NaN,NaN
NaN,NaN,NaN,35.7,67.9,NaN
NaN,NaN,NaN,23.8,NaN,NaN
NaN,NaN,NaN,77.4,NaN,NaN
NaN,NaN,43.7,NaN,NaN,NaN
NaN,NaN,68.5,NaN,NaN,NaN
NaN,NaN,40.6,NaN,NaN,NaN
NaN,NaN,38.6,NaN,NaN,NaN
NaN,88.1,44,NaN,NaN,NaN
NaN,NaN,30.9,29.6,NaN,NaN
NaN,NaN,NaN,22.6,45.2,67.8
NaN,NaN,36.5,NaN,NaN,NaN
NaN,NaN,NaN,23.9,NaN,NaN
NaN,NaN,37.9,NaN,NaN,NaN
NaN,NaN,33.4,NaN,NaN,NaN
NaN,NaN,34.2,NaN,NaN,NaN
NaN,NaN,30,NaN,NaN,NaN
NaN,NaN,NaN,23.4,44.5,NaN
NaN,NaN,NaN,35.6,NaN,NaN
NaN,NaN,NaN,35.2,NaN,NaN
NaN,NaN,NaN,30.8,NaN,NaN
NaN,NaN,NaN,30.4,NaN,NaN
NaN,NaN,42.7,NaN,NaN,NaN
NaN,NaN,NaN,22.5,NaN,NaN
NaN,NaN,NaN,22.4,NaN,NaN
83.7,0,0,NaN,NaN,NaN
NaN,NaN,31.8,NaN,NaN,NaN
NaN,NaN,30.3,NaN,NaN,NaN
NaN,NaN,NaN,49.7,NaN,NaN
NaN,NaN,NaN,39.5,75,NaN
NaN,NaN,NaN,35.6,NaN,NaN
NaN,NaN,NaN,38.4,NaN,NaN
NaN,NaN,29.2,NaN,NaN,NaN
NaN,NaN,NaN,27.1,NaN,NaN
NaN,NaN,NaN,29.5,NaN,NaN
NaN,NaN,NaN,26,NaN,NaN
NaN,NaN,25.4,24.9,NaN,NaN
NaN,NaN,NaN,25,NaN,NaN
NaN,40,20,24.7,NaN,NaN
56,39.7,23.4,NaN,NaN,NaN
NaN,NaN,NaN,25,47.5,NaN
NaN,NaN,NaN,25.1,NaN,NaN
NaN,NaN,NaN,16.6,33.2,NaN
NaN,NaN,31.6,NaN,NaN,NaN
NaN,NaN,28.4,29.6,NaN,NaN
NaN,NaN,27.1,NaN,NaN,NaN
NaN,NaN,38.6,NaN,NaN,NaN
NaN,NaN,NaN,22.5,45,67.5
NaN,NaN,NaN,21.6,43.3,64.7
NaN,NaN,NaN,27.4,54.7,NaN
NaN,33,19,NaN,NaN,NaN
NaN,NaN,NaN,14,NaN,NaN
NaN,NaN,36,NaN,NaN,NaN
